#ID,Chapter Name,Chapter No,Board,Class,Subject,Series,Image,Position,Status,Action
2188,Chapter 16 The Shrinking World,16,CBSE,Class 5,Environmental Studies,Blue Planet (2023-24),,16,Active,
2189,Chapter 16 The Story of the Earth,16,CBSE,Class 2,Social Studies,Social Studies Success (2023-24),,16,Active,
2190,Chapter 16 Time,16,CBSE,Class 2,Environmental Studies,Blue Planet (2023-24),,16,Active,
2191,Chapter 16 Travel,16,CBSE,Class 4,Social Studies,Illustrative Environmental Studies,,16,Active,
2192,Chapter 16 Travel and Communication,16,CBSE,Class 3,Social Studies,Illustrative Environmental Studies,,16,Active,
2193,Chapter 16 Travel and Communication,16,CBSE,Class 3,Environmental Studies,Illustrative Environmental Studies,,16,Active,
2194,Chapter 16 Volumes and Surface Areas,16,CBSE,Class 8,Mathematics,Progress in Mathematics,,16,Active,
2195,"Chapter 16 Was, Were",16,CBSE,Class 2,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),,16,Active,
2196,Chapter 16 Water Images,16,CBSE,Class 6,General Aptitude,Know Your Aptitude,,16,Active,
2197,Chapter 16 Water: A Precious Resource,16,CBSE,Class 7,Science,NCERT Science,,16,Active,
2198,Chapter 16 Where Is Iggie?,16,CBSE,Class 6,English,Stepping Stones,,16,Active,
2199,Chapter 16 अनुच्छेद लेखन,16,CBSE,Class 3,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,16,Active,
2200,Chapter 16 अमृत वचन,16,CBSE,Class 4,Hindi,Nootan Saral Hindi Mala,,1,Active,
2201,Chapter 16 अमृत वचन,16,CBSE,Class 4,Hindi,Nikunj Hindi Pathmala,,1,Active,
2202,Chapter 16 एक सुनहरी किरण,16,CBSE,Class 8,Hindi,Nikunj Hindi Pathmala,,1,Active,
2203,Chapter 16 क्रिया : काल,16,CBSE,Class 8,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,16,Active,
2204,Chapter 16 क्रिया : वाच्य,16,CBSE,Class 6,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,16,Active,
2205,Chapter 16 क्रिया : वाच्य,16,CBSE,Class 7,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,16,Active,
2206,Chapter 16 चतुर चूहा,16,CBSE,Class 1,Hindi,Nootan Saral Hindi Mala,,1,Active,
2207,Chapter 16 जाने अनजाने,16,CBSE,Class 6,Hindi,Nikunj Hindi Pathmala,,1,Active,
2208,Chapter 16 वाक्यांशबोधक शब्द,16,CBSE,Class 4,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,16,Active,
2209,Chapter 16 विलोम शब्द,16,CBSE,Class 5,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,16,Active,
2210,Chapter 16 शब्दों के जोड़े (सामान्य बोध),16,CBSE,Class 2,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,16,Active,
2211,Chapter 16 समय और सुरंग,16,CBSE,Class 7,Hindi,Nikunj Hindi Pathmala,,1,Active,
2212,Chapter 16 Plants Around Us,16,CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,,16,Active,
2213,Chapter 16 Time,16,CBSE,Class 2,Environmental Studies,Illustrative Environmental Studies,,16,Active,
2214,Chapter 16 Travel,16,CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,,16,Active,
2215,"Chapter 16: Garbage In, Garbage Out",16,CBSE,Class 6,Science,NCERT Science,,16,Active,
2216,Chapter 16.  Patterns,16,ICSE,Class 5,Mathematics,Foundation Mathematics,,16,Active,
2217,Chapter 16. Control with Conditionals,16,CBSE,Class 6,Computer Science,Computer Science Success,,16,Active,
2218,Chapter 16. Moisture in the Air,16,CBSE,Class 7,Social Science,A Text Book of Social Sciences,,16,Active,
2219,Chapter 16. Patterns,16,ICSE,Class 5,Mathematics,Foundation Mathematics (2023-24),,16,Active,
2220,Chapter 16. Tenses,16,CBSE,Class 4,English,Elementary English Grammar and Composition,,16,Active,
2221,Chapter 16. Verb Tense,16,CBSE,Class 2,English,Elementary English Grammar and Composition,,16,Active,
2222,Chapter 16. Conditional Statements,16,CBSE,Class 8,Computer Science,Computer Science Success,,16,Active,
2223,Chapter 16. Continuous Tenses,16,CBSE,Class 6,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),,16,Active,
2224,Chapter 16. Effects of Pollution on Climate and Environment,16,ICSE,Class 10,Biology,A New Approach to ICSE Biology,,16,Active,
2225,Chapter 16. Fundamental Geometrical Concepts,16,ICSE,Class 7,Mathematics,Foundation Mathematics (2023-24),,16,Active,
2226,"Chapter 16. Garbage in, Garbage out",16,CBSE,Class 6,Science,Learning Elementary Science,,16,Active,
2227,"Chapter 16. Garbage in,Garbage out",16,CBSE,Class 6,Science,Science Success,,16,Active,
2228,Chapter 16. Homes and Shelters,16,CBSE,Class 1,General Knowledge,General Knowledge Times (2023-24),,16,Active,
2229,Chapter 16. India and The United Nations,16,CBSE,Class 5,Social Studies,Social Studies Success (2023-24),,16,Active,
2230,Chapter 16. Joining Words (Conjunctions),16,CBSE,Class 1,English,Elementary English Grammar and Composition,,16,Active,
2231,Chapter 16. Light,16,CBSE,Class 8,Science,Learning Elementary Science,,16,Active,
2232,Chapter 16. Light,16,CBSE,Class 8,Science,Science Success,,16,Active,
2233,Chapter 16. Linear Inequations,16,ICSE,Class 8,Mathematics,Foundation Mathematics (2023-24),,16,Active,
2234,Chapter 16. Linear lnequations,16,ICSE,Class 8,Mathematics,Foundation Mathematics,,16,Active,
2235,Chapter 16. Natural Resources Land and Soil Resources,16,CBSE,Class 8,Social Science,A Text Book of Social Sciences,,16,Active,
2236,Chapter 16. Perimeter and Area,16,CBSE,Class 7,Mathematics,Exploring Mathematics,,16,Active,
2237,Chapter 16. Plants Around Us,16,CBSE,Class 1,Environmental Studies,Blue Planet,,16,Active,
2238,Chapter 16. Plants: Our Green Friends,16,CBSE,Class 3,Environmental Studies,Blue Planet (2023-24),,16,Active,
2239,Chapter 16. Respiratory System,16,ICSE,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),,16,Active,
2240,Chapter 16. The Earth in the Solar System,16,CBSE,Class 6,Social Science,A Text Book of Social Sciences,,16,Active,
2241,Chapter 16. The Shrinking World,16,CBSE,Class 5,Environmental Studies,Blue Planet,,16,Active,
2242,Chapter 16. The Story of Wheel,16,CBSE,Class 4,Environmental Studies,Blue Planet (2023-24),,16,Active,
2243,Chapter 16. The Story of Wheel,16,CBSE,Class 4,Environmental Studies,Blue Planet,,16,Active,
2244,Chapter 16. Time,16,CBSE,Class 2,Environmental Studies,Blue Planet,,16,Active,
2245,Chapter 16. Transformation of Sentences,15,CBSE,Class 8,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),,15,Active,
2246,Chapter 16. Triangles,16,ICSE,Class 6,Mathematics,Foundation Mathematics,,16,Active,
2247,Chapter 16. Triangles,16,ICSE,Class 6,Mathematics,Foundation Mathematics,,16,Active,
2248,Chapter 16. Triangles,16,ICSE,Class 6,Mathematics,Foundation Mathematics (2023-24),,16,Active,
2249,Chapter 16. Variables in Real Life,16,CBSE,Class 7,Computer Science,Computer Science Success,,16,Active,
2250,Chapter 16. Volumes and Surface Areas,16,CBSE,Class 8,Mathematics,Exploring Mathematics,,16,Active,
2251,Chapter 16. Waste Management  Impact of Waste Accumulation,16,ICSE,Class 10,Geography,A Textbook of Geography (2023-24),,16,Active,
2252,Chapter 16. Water : A Precious Resources,16,CBSE,Class 7,Science,Learning Elementary Science,,16,Active,
2253,Chapter 16. Water: A Precious Resource,16,CBSE,Class 7,Science,Science Success,,16,Active,
2254,Chapter 16. Word Skill Game,16,CBSE,Class 2,General Knowledge,General Knowledge Times (2023-24),,16,Active,
2255,Chapter 16. साइबर विश्व में आपका स्वागत है,16,CBSE,Class 8,Hindi,Nootan Saral Hindi Mala,,16,Active,
2256,Chapter 16. सालिम अली,16,CBSE,Class 6,Hindi,Nootan Saral Hindi Mala,,16,Active,
2257,Chapter 16. सुभान खाँ,16,CBSE,Class 7,Hindi,Nootan Saral Hindi Mala,,16,Active,
2258,Chapter 16. हम हैं पहरेदार देश के,16,CBSE,Class 5,Hindi,Nootan Saral Hindi Mala,,16,Active,
2259,Chapter 16.Money,16,CBSE,Class 5,Mathematics,Star Maths,,16,Active,
2260,Chapter 16.चालाक कौआ,16,CBSE,Class 1,Hindi,Bal Bhasha Bharti,,16,Active,
2261,Chapter 16.बालक चंद्रगुप्त,16,CBSE,Class 5,Hindi,Bal Bhasha Bharti,,16,Active,
2262,Chapter 16.मोची और बौने,16,CBSE,Class 2,Hindi,Bal Bhasha Bharti,,16,Active,
2263,Chapter 16.सम्राट अशोक,16,CBSE,Class 4,Hindi,Bal Bhasha Bharti,,16,Active,
2264,Chapter 16.सांताक्लॉज़ 1,16,CBSE,Class 3,Hindi,Bal Bhasha Bharti,,16,Active,
2265,Chapter 17 Environmental Pollution,17,ICSE,Class 3,Social Studies,Essential Social Studies for (2023-24),,17,Active,
2266,Chapter 17 Simple Present Tense And Present  Continuous Tense,17,CBSE,Class 3,English,Elementary English Grammar and Composition,,17,Active,
2267,Chapter 17 : Discovery of Fire,17,CBSE,Class 3,Social Studies,Social Studies Success,,1,Active,
2268,Chapter 17 : Great Personalities,17,CBSE,Class 2,Social Studies,Social Studies Success,,1,Active,
2269,Chapter 17 : Lines and Angles,17,ICSE,Class 7,Mathematics,Foundation Mathematics,,17,Active,
2270,Chapter 17 : Means of Communicatios,17,CBSE,Class 4,Social Studies,Social Studies Success,,1,Active,
2271,Chapter 17 : Perimeter & Area Of Plane Figures,17,ICSE,Class 9,Mathematics,I.C.S.E. Foundation Mathematics (2023-24),,17,Active,
2272,Chapter 17 : Polluted Oceans The Causes,7,CBSE,Class 8,General Knowledge,General Knowledge Times (2023-24),,7,Active,
2273,Chapter 17 : The Revolt of 1857,17,CBSE,Class 5,Social Studies,Social Studies Success,,1,Active,
2274,Chapter 17 : Why is Plastic being Ban ned?,8,CBSE,Class 4,General Knowledge,General Knowledge Times (2023-24),,8,Active,
2275,Chapter 17 20वे राष्ट्रमंडल खेल,17,CBSE,Class 7,Hindi,Nikunj Hindi Pathmala,,1,Active,
2276,Chapter 17 Agriculture in India,17,ICSE,Class 5,Social Studies,Essential Social Studies for (2023-24),,17,Active,
2277,Chapter 17 Amazing World of Animals,17,CBSE,Class 1,Environmental Studies,Blue Planet (2023-24),,17,Active,
2278,"Chapter 17 Capital Letters, Full Stop, Question Mark",17,CBSE,Class 1,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),,17,Active,
2279,Chapter 17 Cubes and Cuboids,17,CBSE,Class 5,General Aptitude,Know Your Aptitude,,17,Active,
2280,Chapter 17 Cubes/Cuboids,17,CBSE,Class 6,General Aptitude,Know Your Aptitude,,17,Active,
2281,Chapter 17 Data Handing,17,CBSE,Class 8,Mathematics,Progress in Mathematics,,17,Active,
2282,Chapter 17 Data Handing,17,CBSE,Class 8,Mathematics,Mathematics Success,,17,Active,
2283,Chapter 17 Data Handling,17,CBSE,Class 7,Mathematics,Progress in Mathematics,,17,Active,
2284,Chapter 17 Easter,17,CBSE,Class 6,English,Stepping Stones,,17,Active,
2285,Chapter 17 Forests: Our Lifeline,17,CBSE,Class 7,Science,NCERT Science,,17,Active,
2286,Chapter 17 Great Personalities,17,CBSE,Class 2,Social Studies,Social Studies Success (2023-24),,17,Active,
2287,Chapter 17 Great Persons,17,CBSE,Class 1,Social Studies,Social Studies  for Juniors,,17,Active,
2288,Chapter 17 Happiness and Contentment,17,CBSE,Class 8,English,Stepping Stones,,17,Active,
2289,"Chapter 17 Has, Have",17,CBSE,Class 2,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),,17,Active,
2290,"Chapter 17 In Sahyadri Hills, A Lesson in Humility",17,CBSE,Class 7,English,Stepping Stones,,17,Active,
2291,Chapter 17 Machines Make Our World Easier,17,CBSE,Class 5,Environmental Studies,Blue Planet (2023-24),,17,Active,
2292,Chapter 17 Maps and Sketches,17,CBSE,Class 3,Social Studies,Illustrative Environmental Studies,,17,Active,
2293,Chapter 17 Maps and Sketches,17,CBSE,Class 3,Environmental Studies,Illustrative Environmental Studies,,17,Active,
2294,Chapter 17 Maps and Symbols,17,CBSE,Class 4,Social Studies,Illustrative Environmental Studies,,17,Active,
2295,Chapter 17 Numbers,17,CBSE,Class 3,General Aptitude,Know Your Aptitude,,17,Active,
2296,Chapter 17 Numbers,17,CBSE,Class 4,General Aptitude,Know Your Aptitude,,17,Active,
2297,Chapter 17 Our Rich Heritage,17,CBSE,Class 4,Social Studies,Social Studies  for Juniors,,17,Active,
2298,Chapter 17 Pollution  Preventive Measures,17,ICSE,Class 9,Geography,A Textbook of Geography (2023-24),,17,Active,
2299,Chapter 17 Pollution  Preventive Measures,17,ICSE,Class 9,Geography,A Textbook of Geography (2023-24),,17,Active,
2300,Chapter 17 Seasons,17,CBSE,Class 2,Environmental Studies,Blue Planet (2023-24),,17,Active,
2301,Chapter 17 Simple Past Tense,17,CBSE,Class 5,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),,17,Active,
2302,Chapter 17 Simple Present Tense,17,CBSE,Class 3,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),,17,Active,
2303,Chapter 17 Stars And The Solar System,17,CBSE,Class 8,Science,NCERT Science,,17,Active,
2304,Chapter 17 The History of Man,17,CBSE,Class 3,Social Studies,Social Studies  for Juniors,,17,Active,
2305,Chapter 17 The Revolt of 1857,17,CBSE,Class 5,Social Studies,Social Studies  for Juniors,,17,Active,
2306,Chapter 17 The Story Of Wheel,17,CBSE,Class 3,Social Studies,Social Studies Success (2023-24),,17,Active,
2307,Chapter 17 They Showed Us The Way,17,CBSE,Class 4,Social Studies,Essential Social Studies for (2023-24),,17,Active,
2308,Chapter 17 They Showed Us The Way,17,CBSE,Class 4,Social Studies,Social Studies Success (2023-24),,17,Active,
2309,Chapter 17 Time,17,CBSE,Class 2,Social Studies,Social Studies  for Juniors,,17,Active,
2310,Chapter 17 Travel and Reading Maps,17,CBSE,Class 5,Environmental Studies,Illustrative Environmental Studies,,17,Active,
2311,Chapter 17 Understanding Local Institutions,17,CBSE,Class 4,Social Studies,Illustrative Social Studies,,17,Active,
2312,Chapter 17 Unity in Diversity,17,ICSE,Class 4,Social Studies,Essential Social Studies for (2023-24),,17,Active,
2313,Chapter 17 Unselfishness,17,CBSE,Class 5,Moral Science,The Mirror of Values,,17,Active,
2314,Chapter 17 Use Of Articles,17,CBSE,Class 5,English,Elementary English Grammar and Composition,,17,Active,
2315,Chapter 17 Verbs,17,CBSE,Class 4,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),,17,Active,
2316,Chapter 17 Water,17,CBSE,Class 5,Social Studies,Illustrative Social Studies,,17,Active,
2317,Chapter 17 Water Images,17,CBSE,Class 7,General Aptitude,Know Your Aptitude,,17,Active,
2318,Chapter 17 Water Images,17,CBSE,Class 8,General Aptitude,Know Your Aptitude,,17,Active,
2319,Chapter 17 अव्यय,17,CBSE,Class 7,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,17,Active,
2320,Chapter 17 अव्यय : क्रियाविशेषण,17,CBSE,Class 6,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,17,Active,
2321,Chapter 17 आप भले तो जग भला,17,CBSE,Class 8,Hindi,Nikunj Hindi Pathmala,,1,Active,
2322,Chapter 17 कहानी लेखन,17,CBSE,Class 3,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,17,Active,
2323,Chapter 17 क्रिया : वाच्य,17,CBSE,Class 8,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,17,Active,
2324,Chapter 17 मुहावरे,17,CBSE,Class 4,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,17,Active,
2325,Chapter 17 श्रुतिसम भिन्‍नार्थक शब्द,17,CBSE,Class 5,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,17,Active,
2326,Chapter 17 है/नहीं है (निषेधात्मक वाक्य का निर्माण),17,CBSE,Class 2,Hindi,Naveen Hindi Vyavaharik Vyakaran Tatha Rachna,,17,Active,
2327,Chapter 17 Amazing World of Animals,17,CBSE,Class 1,Environmental Studies,Illustrative Environmental Studies,,17,Active,
2328,Chapter 17 Maps and Symbols,17,CBSE,Class 4,Environmental Studies,Illustrative Environmental Studies,,17,Active,
2329,Chapter 17 Seasons,17,CBSE,Class 2,Environmental Studies,Illustrative Environmental Studies,,17,Active,
2330,Chapter 17.  Negative Sentences,17,CBSE,Class 2,English,Elementary English Grammar and Composition,,17,Active,
2331,Chapter 17. Basics of Artificial Intelligence,17,CBSE,Class 6,Computer Science,Computer Science Success,,17,Active,
2332,Chapter 17. Elements of Weather and Climate,17,CBSE,Class 7,Social Science,A Text Book of Social Sciences,,17,Active,
2333,Chapter 17. Forms Of Verbs,17,CBSE,Class 4,English,Elementary English Grammar and Composition,,17,Active,
2334,Chapter 17. Maps  How They Help Us,17,CBSE,Class 6,Social Science,A Text Book of Social Sciences,,17,Active,
2335,Chapter 17. Amazing World of Animals,17,CBSE,Class 1,Environmental Studies,Blue Planet,,17,Active,
2336,Chapter 17. Animal Kingdom,17,CBSE,Class 3,Environmental Studies,Blue Planet (2023-24),,17,Active,
2337,Chapter 17. Animal Kingdom,17,CBSE,Class 3,Environmental Studies,Blue Planet,,17,Active,
2338,Chapter 17. Body Parts in Language,17,CBSE,Class 2,General Knowledge,General Knowledge Times (2023-24),,17,Active,
2339,Chapter 17. Data Handling,17,CBSE,Class 7,Mathematics,Exploring Mathematics,,17,Active,
2340,Chapter 17. Data Handling,17,CBSE,Class 8,Mathematics,Exploring Mathematics,,17,Active,
2341,Chapter 17. Direct and Indirect Speech,16,CBSE,Class 8,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),,16,Active,
2342,Chapter 17. Forest :Our Lifeline,17,CBSE,Class 7,Science,Science Success,,17,Active,
2343,Chapter 17. Forests,17,CBSE,Class 7,Science,Learning Elementary Science,,17,Active,
2344,Chapter 17. Health and Hygiene,17,ICSE,Class 9,Biology,A New Approach to I.C.S.E. Biology (2023-24),,17,Active,
2345,Chapter 17. Interjections,17,CBSE,Class 1,English,Elementary English Grammar and Composition,,17,Active,
2346,Chapter 17. Lines and Angles,17,ICSE,Class 7,Mathematics,Foundation Mathematics (2023-24),,17,Active,
2347,Chapter 17. Machines Make Our World Easier,17,CBSE,Class 5,Environmental Studies,Blue Planet,,17,Active,
2348,Chapter 17. Means of Communication,17,CBSE,Class 4,Environmental Studies,Blue Planet (2023-24),,17,Active,
2349,Chapter 17. Means of Communication,17,CBSE,Class 4,Environmental Studies,Blue Planet,,17,Active,
2350,Chapter 17. Months of the Year,17,CBSE,Class 1,General Knowledge,General Knowledge Times (2023-24),,17,Active,
2351,Chapter 17. Perfect Tenses,17,CBSE,Class 6,English Grammar,Step up English Grammar and Composition (For Acad. Year 2023-24),,17,Active,
