Board Name,Class Name,Subject Name,Series Name,Chapter Name,Topic Name,Subtopic Name,Question Type,"Question(If question is mcq or Assertion & Reason use option 1 to option 4 and in answer give 1,2,3,4 number only not option value, if true false, or any other type question give answer in answer coloumn and for fill in the blanks you can use comma seprator for multiple filling answers eg fill1,fill2, fill3)",Answer,Option1,Option2,Option3,Option4,Explanation,Question Weight(optional),Difficulty Level,Learning Outcomes(optional),"Skills(optional if any seprate with comma ,)","Tags(optional if any seprate with comma ,)","Status(1==active,0=Inactive)"
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,Short Answer Questions (QPG),How will you insert a chart in a worksheet?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,Short Answer Questions (QPG),Name the two tabs present in Chart Tools option.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,Short Answer Questions (QPG),What is a chart? Name the different components of a chart.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,Short Answer Questions (QPG),What is the difference between a column chart and a bar chart?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,Short Answer Questions (QPG),What is the difference between chart area and plot area?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,Short Answer Questions (QPG),What is the importance of using stock chart?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,True or False (QPG),A bar chart displays the data in the form of rectangular bars.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,True or False (QPG),A pie chart displays the data in the form of a circle.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,True or False (QPG),We can easily change the data series in a chart.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,True or False (QPG),We cannot modify a chart by changing its layout and style.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 3. Charts in Excel,,,True or False (QPG),Y-axis is the horizontal axis.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 4. Advanced Features of MS Excel,,,Fill in the blank (QPG),#NAME?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 4. Advanced Features of MS Excel,,,Fill in the blank (QPG),#NAME?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 4. Advanced Features of MS Excel,,,Fill in the blank (QPG),Goal Seek option is present in ---------------- menu.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 4. Advanced Features of MS Excel,,,Fill in the blank (QPG),"To remove a filter, click the ------------------ option.",N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 4. Advanced Features of MS Excel,,,Multiple Choice Question (QPG) Test Paper,In which group Sort option is available?,N/A,View,Data Tools,Sort & Filter,None of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 4. Advanced Features of MS Excel,,,Multiple Choice Question (QPG) Test Paper,In which option is Goal Seek available?,N/A,What-If Analysis,Consolidate,Filter,All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 4. Advanced Features of MS Excel,,,Multiple Choice Question (QPG) Test Paper,In which tab Advanced Filter option is available?,N/A,Data,Home,View,All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 4. Advanced Features of MS Excel,,,Multiple Choice Question (QPG) Test Paper,What is the process of arranging data in a particular order?,N/A,Sorting,Goal Seek,Filtering,All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 4. Advanced Features of MS Excel,,,Short Answer Questions (QPG),Differentiate between AutoFilter and Advanced Filter.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 4. Advanced Features of MS Excel,,,Short Answer Questions (QPG),Explain the Goal Seek feature of MS-Excel.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 4. Advanced Features of MS Excel,,,Short Answer Questions (QPG),What do you mean by filtering?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 4. Advanced Features of MS Excel,,,Short Answer Questions (QPG),What do you mean by sorting?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 4. Advanced Features of MS Excel,,,True or False (QPG),A Filter refers to display only those data that meet with a specified criteria.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 4. Advanced Features of MS Excel,,,True or False (QPG),Sort & Filter group is present in Data tab.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 4. Advanced Features of MS Excel,,,True or False (QPG),Sorting only arranges the data in a decreasing order.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 4. Advanced Features of MS Excel,,,True or False (QPG),What-If Analysis' option contains Goal Seek option.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 4. Advanced Features of MS Excel,,,True or False (QPG),You cannot remove a filter.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,Fill in the blank (QPG),An ---------------- is a step-by-step process for solving any problem.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,Fill in the blank (QPG),Every flowchart has a -------------- and a stop symbol.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,Fill in the blank (QPG),The ---------------- are used to indicate the flow of one step to another.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,Fill in the blank (QPG),The --------------- box is used to display results in flowcharts.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,Fill in the blank (QPG),We use algorithm to solve -------------- problems.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,Multiple Choice Question (QPG) Test Paper,How many flow line(s) is/are used to connect the Start/Stop symbol?,N/A,One,Two,Three,Seven,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,Multiple Choice Question (QPG) Test Paper,What is the general direction of flow in any flowchart?,N/A,Left to right,top to bottom,Both a. or b.,All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,Multiple Choice Question (QPG) Test Paper,What is the term that means a set of instructions?,N/A,Flowchart,Program,Procedure,All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,Multiple Choice Question (QPG) Test Paper,Which of the following is a step by step process to solve any problem ?,N/A,Algorithm,Flowchart,Chart,All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,Multiple Choice Question (QPG) Test Paper,Which of the following is a step by step process to solve any problem?,N/A,Algorithm,Flowchart,Chart,All of these,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,Short Answer Questions (QPG),Define Program.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,Short Answer Questions (QPG),What does a decision symbol indicate in a Flowchart?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,Short Answer Questions (QPG),What is flowcharting?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,Short Answer Questions (QPG),What is the difference between Algorithm and Flowchart?,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,Short Answer Questions (QPG),Write two advantages and disadvantages of an algorithm.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,True or False (QPG),A process box shows the commands for calculation.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,True or False (QPG),An algorithm is a diagrammatic representation of flowcharts.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,True or False (QPG),Every flowchart has many start and stop symbols.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,True or False (QPG),There are many flow lines that come out from a process symbol.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
ICSE,Class 8,Computer Science,My Book of Computer Studies,Chapter 5. Algorithms and Flowcharts,,,True or False (QPG),You cannot create a flowchart without using symbols.,N/A,,,,,,Other,Hard,Test Learning Outcome 1,"Skillone,skilltwo","tagone,tagtwo",1
